All neurons ordered are: ['PVR', 'RMEV', 'IL2DL', 'AWBR', 'ADFR', 'IL2DR', 'ADFL', 'AWBL', 'URYDL', 'AIML', 'DVA', 'URYDR', 'IL2VL', 'IL2L', 'AVDL', 'PHAL', 'AVJL', 'DB1', 'RMDDL', 'AVDR', 'AVL', 'PVT', 'AVKL', 'PHAR', 'RIH', 'RIPL', 'AVJR', 'IL2VR', 'DB4', 'AVKR', 'RIS', 'ADLL', 'BAGL', 'SAAVL', 'AWCL', 'DB3', 'URBL', 'IL2R', 'PVPL', 'SIAVL', 'SABD', 'URBR', 'AIBR', 'ADLR', 'RMDDR', 'AWCR', 'URYVR', 'RIBL', 'URYVL', 'ASHL', 'DA6', 'DA9', 'SAAVR', 'DB5', 'SAADL', 'DA1', 'SIAVR', 'AIMR', 'AVG', 'DA8', 'RIR', 'BAGR', 'SMDVR', 'RMDVR', 'SAADR', 'DA7', 'PDA', 'PVPR', 'RIVR', 'AVAR', 'SIBDL', 'RMDVL', 'AVAL', 'RMDR', 'AFDR', 'AVBR', 'SMBVL', 'AFDL', 'RMDL', 'DB2', 'SIADL', 'SIBVL', 'SIADR', 'ASHR', 'SIBVR', 'ALA', 'RMED', 'SMBVR', 'SMDDL', 'SIBDR', 'RIBR', 'URAVL', 'AIAL', 'DB6', 'RIPR', 'RMGR', 'AVBL', 'RIVL', 'SMDDR', 'AIYR', 'DB7', 'RMGL', 'AIAR', 'DD1', 'AWAR', 'ASGR', 'RIGL', 'RIML', 'DD2', 'RIGR', 'URAVR', 'AVEL', 'AWAL', 'ASGL', 'RMEL', 'RIAR', 'RMER', 'DA4', 'DA2', 'PVQR', 'AVER', 'PVQL', 'RIMR', 'RIAL', 'DD3', 'DA3', 'DD5', 'DA5', 'URADR', 'URADL', 'DD6', 'DD4', 'AINR', 'AINL', 'AVHR', 'AVHL', 'DVC', 'RID', 'ASER', 'ASEL', 'ASJR', 'AUAR', 'AUAL', 'ASJL', 'ASKL', 'ASKR', 'CEPDR', 'URXR', 'CEPDL', 'URXL', 'IL1DR', 'IL1L', 'IL1DL', 'ASIR', 'SMBDL', 'PHBR', 'HSNR', 'ASIL', 'CEPVL', 'SMBDR', 'OLLR', 'OLQDR', 'IL1VR', 'OLQDL', 'PHBL', 'RICL', 'HSNL', 'IL1VL', 'OLLL', 'CEPVR', 'OLQVL', 'IL1R', 'OLQVR', 'RIFL', 'SABVL', 'SABVR', 'RICR', 'RIFR', 'ADAR', 'FLPR', 'AIZR', 'ADEL', 'ADAL', 'ADER', 'AIZL', 'FLPL', 'LUAL', 'PVCL', 'ALMR', 'BDUR', 'PVCR', 'LUAR', 'BDUL', 'ALML', 'ALNR', 'PLMR', 'ALNL', 'PLML', 'PQR', 'AQR', 'PVM', 'SDQR', 'AVM', 'SDQL', 'PVWR', 'PVWL', 'VA1', 'VD1', 'RMHR', 'AS1', 'VB2', 'VD2', 'RMHL', 'VD3', 'AS2', 'PHCR', 'PHCL', 'VC3', 'PLNL', 'PLNR', 'AS4', 'AS3', 'VD7', 'DVB', 'VD5', 'VD6', 'VD4', 'VC4', 'VC2', 'AS5', 'AS6', 'VC1', 'VD9', 'VC5', 'VD10', 'VD8', 'AS8', 'VD11', 'AVFL', 'VA2', 'AVFR', 'AS7', 'VB1', 'VD13', 'AS9', 'VB3', 'VD12', 'AS10', 'AS11', 'PDB', 'VA6', 'VA4', 'VB9', 'VB5', 'VB4', 'VA3', 'VA8', 'VB7', 'VB6', 'VA5', 'VB10', 'VB11', 'VB8', 'VA7', 'VA10', 'VA9', 'VA12', 'VA11', 'PDER', 'PDEL', 'PVDR', 'PVNR', 'PVDL', 'PVNL', 'RMFR', 'RMFL']
Evaluated neurons ordered are: ['PVR', 'RMEV', 'IL2DL', 'AWBR', 'ADFR', 'IL2DR', 'ADFL', 'AWBL', 'URYDL', 'AIML', 'DVA', 'URYDR', 'IL2VL', 'IL2L', 'AVDL', 'PHAL', 'AVJL', 'DB1', 'RMDDL', 'AVDR', 'AVL', 'PVT', 'AVKL', 'PHAR', 'RIH', 'RIPL', 'AVJR', 'IL2VR', 'DB4', 'AVKR', 'RIS', 'ADLL', 'BAGL', 'SAAVL', 'AWCL', 'DB3', 'URBL', 'IL2R', 'PVPL', 'SIAVL']

Target connectome: 40 nodes, 64 edges, density=0.0400
  Out-degree: min=0, max=6, mean=1.60
  In-degree:  min=0, max=7, mean=1.60
Largest SCC: 6 nodes, 9 edges
Degree threshold for hubs (95th percentile): 4.5
Hub neurons: ['PVR']
G_C: 0.0278, G_rand_C: 0.0200, C_ratio: 1.3889
G_L: 2.4333, G_rand_L: 2.0677, L_ratio: 0.8497

NDP parameters breakdown:
  Embedding: 2
  Growth MLP: 7
  Transform MLP: 7
  Edge MLP: 7
  TOTAL: 23
============================================================
CMA-ES NDP Optimization
============================================================
  Target: 40 nodes, 64 edges
  Parameters: 23
  Metric: f1
  Population size: 128
  Max generations: 500
  Samples per eval: 1
============================================================
  Windows detected - using spawn multiprocessing with 24 workers
  Using 24 cores (parallel)
Gen   1 | loss=11803.2910 | f1=0.0000 prec=0.0000 rec=0.0000 jacc=0.0000 | nodes=4/40 edges=10/64
Gen 135 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 136 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 137 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 138 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 139 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 140 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 141 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 142 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 143 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 144 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 145 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 146 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 147 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 148 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 149 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 150 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 151 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 152 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 153 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 154 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 155 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 156 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 157 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 158 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 159 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 160 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 161 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 162 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 163 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 164 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 165 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 166 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 167 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 168 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 169 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 170 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 171 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 172 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 173 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 174 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 175 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 176 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 177 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 178 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 179 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 180 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 181 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 182 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 183 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 184 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 185 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 186 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 187 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 188 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 189 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 190 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 191 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 192 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 193 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 194 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 195 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 196 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 197 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 198 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 199 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 200 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 201 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 202 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 203 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 204 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 205 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 206 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 207 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 208 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 209 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 210 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 211 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 212 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 213 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 214 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 215 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 216 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 217 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 218 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 219 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 220 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 221 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 222 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 223 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 224 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 225 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 226 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 227 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 228 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 229 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 230 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 231 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 232 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 233 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 234 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 235 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 236 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 237 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 238 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 239 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 240 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 241 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 242 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 243 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 244 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 245 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 246 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 247 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 248 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 249 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 250 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 251 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 252 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 253 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 254 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 255 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 256 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 257 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 258 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 259 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 260 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 261 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 262 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 263 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 264 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 265 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 266 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 267 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 268 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 269 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 270 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 271 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 272 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 273 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 274 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 275 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 276 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 277 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 278 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 279 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 280 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 281 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 282 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 283 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 284 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 285 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 286 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 287 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 288 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 289 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 290 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 291 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 292 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 293 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 294 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 295 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 296 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 297 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 298 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 299 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 300 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 301 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 302 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 303 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 304 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 305 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
Gen 306 | loss=3494.3697 | f1=0.0932 prec=0.0524 rec=0.4231 jacc=0.0489 | nodes=24/40 edges=210/64
